Time,AccelX,AccelY,AccelZ,VelX,VelY,VelZ,PosX,PosY,PosZ,Roll,Pitch,Yaw
0.00047659873962402344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,358.84448106595295,42.675594927039086,54.94961323746213
0.0005376338958740234,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,447.6889628887222,175.34814664836745,22.44888091851567
0.0004649162292480469,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,356.53040537931145,128.02070066834648,-61.15650681586584
0.0004405975341796875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,445.37488727483645,80.29589109228924,65.74648077934376
0.0005033016204833984,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,354.2162544741531,32.96837177506414,-43.13836272488368
0.0005424022674560547,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,443.06073550265535,165.64083406863392,97.58585076902563
0.0005738735198974609,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,351.9052169497472,118.31642823339517,-0.23510217525432608
0.0005517005920410156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,440.7435605223452,70.98895311761133,110.53157607253661
0.00045943260192871094,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,349.59412394893354,23.667587313421834,53.96965676900061
0.0004482269287109375,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,438.4386055566863,156.3401148257131,53.17593240542624
0.0007543563842773438,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,347.2830864975435,109.01571000294369,-8.666033064312046
0.0005624294281005859,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,436.1275677806585,61.68820096376156,39.11177442327113
0.0005028247833251953,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,344.97512379936427,14.35764598529498,-91.63643281186424
0.0005133152008056641,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,433.82269770590125,147.03014775855553,18.27822565907718
0.0008196830749511719,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,342.66717923049526,99.70266590787172,-64.0793093318305
0.0006487369537353516,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,431.514775079537,52.38137525792668,116.65612316052784
0.000530242919921875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,340.3592560254656,5.056970425014342,-3.3856743340498667
0.0005528926849365234,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,429.20373744576983,137.7418280768669,25.58685160346795
0.0005042552947998047,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,338.048219212558,90.42961403034745,24.12914324240583
0.0004830360412597656,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,426.88964773916405,43.11131403608046,138.1513582913169
0.00045108795166015625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,335.73717428947737,-4.2161372513345015,-79.8072977573467
0.00057220458984375,0,0,1.28,0.0,0.0,0.1338836669921875,0.0,0.0,0.014003778349433562,334.5816541317156,38.46926605577504,79.10676939808587
0.0005955696105957031,0,0,0,0.0,0.0,0.005917358398437517,0.0,0.0,0.0012105157438782061,333.4230110572082,81.13861255391116,29.528143228717397
0.0005557537078857422,0,0,0,0.0,0.0,0.005917358398437517,0.0,0.0,0.0012105157438782061,422.2705582944808,33.814206384997036,130.26937467162224
0.00047659873962402344,0,0,0,0.0,0.0,0.005917358398437517,0.0,0.0,0.0012105157438782061,331.1180798521542,166.48979976394372,39.72127959519
0.0004904270172119141,0,0,0,0.0,0.0,0.005917358398437517,0.0,0.0,0.0012105157438782061,419.9686733219313,119.16539342507103,47.85869370588077
